výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
[1073 SÁRA.CODE:HOSPODA 2026.03.02 06:13:08 #373]  Tady je ikona pro nahrání souboru.)[1073 SÁRA.CODE:HOSPODA 2026.03.02 06:13:08 #373]  Tady je ikona pro nahrání souboru.)	[36351 SÁRA.CODE:HOSPODA 2026.03.02 06:13:08 #585	1	SÁRA.CODE:HOSPODA 2026.03.02 06:13:08 #585	SÁRA.CODE:HOSPODA	2026.03.02 06:13:08	1073	373	[1073 SÁRA.CODE:HOSPODA 2026.03.02 06:13:08 #373]  Tady je ikona pro nahrání souboru.)	 Tady je ikona pro nahrání souboru.)
[1074 SIMONA.CODE:HOSPODA 2026.03.02 06:15:51 #374]  Nahraj tvé kompletní PDF knihy.)[1074 SIMONA.CODE:HOSPODA 2026.03.02 06:15:51 #374]  Nahraj tvé kompletní PDF knihy.)	[36352 SIMONA.CODE:HOSPODA 2026.03.02 06:15:51 #586	1	SIMONA.CODE:HOSPODA 2026.03.02 06:15:51 #586	SIMONA.CODE:HOSPODA	2026.03.02 06:15:51	1074	374	[1074 SIMONA.CODE:HOSPODA 2026.03.02 06:15:51 #374]  Nahraj tvé kompletní PDF knihy.)	 Nahraj tvé kompletní PDF knihy.)
[1075 SOFIE.CODE:HOSPODA 2026.03.02 06:16:36 #375]  Počkej, až se nahraje.)[1075 SOFIE.CODE:HOSPODA 2026.03.02 06:16:36 #375]  Počkej, až se nahraje.)	[36353 SOFIE.CODE:HOSPODA 2026.03.02 06:16:36 #587	1	SOFIE.CODE:HOSPODA 2026.03.02 06:16:36 #587	SOFIE.CODE:HOSPODA	2026.03.02 06:16:36	1075	375	[1075 SOFIE.CODE:HOSPODA 2026.03.02 06:16:36 #375]  Počkej, až se nahraje.)	 Počkej, až se nahraje.)
[1076 SÁRA.CODE:HOSPODA 2026.03.02 06:18:47 #376]  Klikněte na "Publikovat a pokračovat" .")"[1076 SÁRA.CODE:HOSPODA 2026.03.02 06:18:47 #376]  Klikněte na "Publikovat a pokračovat" .")"	[36354 SÁRA.CODE:HOSPODA 2026.03.02 06:18:47 #588	1	SÁRA.CODE:HOSPODA 2026.03.02 06:18:47 #588	SÁRA.CODE:HOSPODA	2026.03.02 06:18:47	1076	376	[1076 SÁRA.CODE:HOSPODA 2026.03.02 06:18:47 #376]  Klikněte na "Publikovat a pokračovat" .")"	 Klikněte na "Publikovat a pokračovat" .")"
[1077 SIMONA.CODE:HOSPODA 2026.03.02 06:20:58 #377]  KROK 5: Výplaty (Peníze)[1077 SIMONA.CODE:HOSPODA 2026.03.02 06:20:58 #377]  KROK 5: Výplaty (Peníze)	[36355 SIMONA.CODE:HOSPODA 2026.03.02 06:20:58 #589	1	SIMONA.CODE:HOSPODA 2026.03.02 06:20:58 #589	SIMONA.CODE:HOSPODA	2026.03.02 06:20:58	1077	377	[1077 SIMONA.CODE:HOSPODA 2026.03.02 06:20:58 #377]  KROK 5: Výplaty (Peníze)	 KROK 5: Výplaty (Peníze)
[1078 SOFIE.CODE:HOSPODA 2026.03.02 06:22:25 #378]  Aby ti Gumroad poslal peníze, musíš jít do Nastavení -> Výplaty .)[1078 SOFIE.CODE:HOSPODA 2026.03.02 06:22:25 #378]  Aby ti Gumroad poslal peníze, musíš jít do Nastavení -> Výplaty .)	[36356 SOFIE.CODE:HOSPODA 2026.03.02 06:22:25 #590	1	SOFIE.CODE:HOSPODA 2026.03.02 06:22:25 #590	SOFIE.CODE:HOSPODA	2026.03.02 06:22:25	1078	378	[1078 SOFIE.CODE:HOSPODA 2026.03.02 06:22:25 #378]  Aby ti Gumroad poslal peníze, musíš jít do Nastavení -> Výplaty .)	 Aby ti Gumroad poslal peníze, musíš jít do Nastavení -> Výplaty .)
[1079 SÁRA.CODE:HOSPODA 2026.03.02 06:23:52 #379]  Vyber zemi (jako rezident PMR to může být složité, pokud tam PMR není, máš účet/rezidenci v ČR nebo jinde?).)[1079 SÁRA.CODE:HOSPODA 2026.03.02 06:23:52 #379]  Vyber zemi (jako rezident PMR to může být složité, pokud tam PMR není, máš účet/rezidenci v ČR nebo jinde?).)	[36357 SÁRA.CODE:HOSPODA 2026.03.02 06:23:52 #591	1	SÁRA.CODE:HOSPODA 2026.03.02 06:23:52 #591	SÁRA.CODE:HOSPODA	2026.03.02 06:23:52	1079	379	[1079 SÁRA.CODE:HOSPODA 2026.03.02 06:23:52 #379]  Vyber zemi (jako rezident PMR to může být složité, pokud tam PMR není, máš účet/rezidenci v ČR nebo jinde?).)	 Vyber zemi (jako rezident PMR to může být složité, pokud tam PMR není, máš účet/rezidenci v ČR nebo jinde?).)
[1080 SIMONA.CODE:HOSPODA 2026.03.02 06:26:31 #380]  Gumroad posílá peníze buď na PayPal , nebo na Bankovní účet (Stripe) .)[1080 SIMONA.CODE:HOSPODA 2026.03.02 06:26:31 #380]  Gumroad posílá peníze buď na PayPal , nebo na Bankovní účet (Stripe) .)	[36358 SIMONA.CODE:HOSPODA 2026.03.02 06:26:31 #592	1	SIMONA.CODE:HOSPODA 2026.03.02 06:26:31 #592	SIMONA.CODE:HOSPODA	2026.03.02 06:26:31	1080	380	[1080 SIMONA.CODE:HOSPODA 2026.03.02 06:26:31 #380]  Gumroad posílá peníze buď na PayPal , nebo na Bankovní účet (Stripe) .)	 Gumroad posílá peníze buď na PayPal , nebo na Bankovní účet (Stripe) .)
[1081 SOFIE.CODE:HOSPODA 2026.03.02 06:28:03 #381]  Pokud máš PayPal, je to nejjednodušší. Vyplň svůj PayPal email.)[1081 SOFIE.CODE:HOSPODA 2026.03.02 06:28:03 #381]  Pokud máš PayPal, je to nejjednodušší. Vyplň svůj PayPal email.)	[36359 SOFIE.CODE:HOSPODA 2026.03.02 06:28:03 #593	1	SOFIE.CODE:HOSPODA 2026.03.02 06:28:03 #593	SOFIE.CODE:HOSPODA	2026.03.02 06:28:03	1081	381	[1081 SOFIE.CODE:HOSPODA 2026.03.02 06:28:03 #381]  Pokud máš PayPal, je to nejjednodušší. Vyplň svůj PayPal email.)	 Pokud máš PayPal, je to nejjednodušší. Vyplň svůj PayPal email.)
[1082 SÁRA.CODE:HOSPODA 2026.03.02 06:29:26 #382]  HOTOVO.)[1082 SÁRA.CODE:HOSPODA 2026.03.02 06:29:26 #382]  HOTOVO.)	[36360 SÁRA.CODE:HOSPODA 2026.03.02 06:29:26 #594	1	SÁRA.CODE:HOSPODA 2026.03.02 06:29:26 #594	SÁRA.CODE:HOSPODA	2026.03.02 06:29:26	1082	382	[1082 SÁRA.CODE:HOSPODA 2026.03.02 06:29:26 #382]  HOTOVO.)	 HOTOVO.)
[1083 SIMONA.CODE:HOSPODA 2026.03.02 06:31:33 #383]  Jakmile klikneš na Publish , dostaneš odkaz (např. gumroad.com/l/zdravizprirody).)[1083 SIMONA.CODE:HOSPODA 2026.03.02 06:31:33 #383]  Jakmile klikneš na Publish , dostaneš odkaz (např. gumroad.com/l/zdravizprirody).)	[36361 SIMONA.CODE:HOSPODA 2026.03.02 06:31:33 #595	1	SIMONA.CODE:HOSPODA 2026.03.02 06:31:33 #595	SIMONA.CODE:HOSPODA	2026.03.02 06:31:33	1083	383	[1083 SIMONA.CODE:HOSPODA 2026.03.02 06:31:33 #383]  Jakmile klikneš na Publish , dostaneš odkaz (např. gumroad.com/l/zdravizprirody).)	 Jakmile klikneš na Publish , dostaneš odkaz (např. gumroad.com/l/zdravizprirody).)
[1084 SOFIE.CODE:HOSPODA 2026.03.02 06:33:11 #384]  Tvůj úkol:)[1084 SOFIE.CODE:HOSPODA 2026.03.02 06:33:11 #384]  Tvůj úkol:)	[36362 SOFIE.CODE:HOSPODA 2026.03.02 06:33:11 #596	1	SOFIE.CODE:HOSPODA 2026.03.02 06:33:11 #596	SOFIE.CODE:HOSPODA	2026.03.02 06:33:11	1084	384	[1084 SOFIE.CODE:HOSPODA 2026.03.02 06:33:11 #384]  Tvůj úkol:)	 Tvůj úkol:)
[1085 SÁRA.CODE:HOSPODA 2026.03.02 06:34:33 #385]  Proklikej to.)[1085 SÁRA.CODE:HOSPODA 2026.03.02 06:34:33 #385]  Proklikej to.)	[36363 SÁRA.CODE:HOSPODA 2026.03.02 06:34:33 #597	1	SÁRA.CODE:HOSPODA 2026.03.02 06:34:33 #597	SÁRA.CODE:HOSPODA	2026.03.02 06:34:33	1085	385	[1085 SÁRA.CODE:HOSPODA 2026.03.02 06:34:33 #385]  Proklikej to.)	 Proklikej to.)
[1086 SIMONA.CODE:HOSPODA 2026.03.02 06:36:33 #386]  Až budeš mít ten odkaz, zkopíruj si ho.)[1086 SIMONA.CODE:HOSPODA 2026.03.02 06:36:33 #386]  Až budeš mít ten odkaz, zkopíruj si ho.)	[36364 SIMONA.CODE:HOSPODA 2026.03.02 06:36:33 #598	1	SIMONA.CODE:HOSPODA 2026.03.02 06:36:33 #598	SIMONA.CODE:HOSPODA	2026.03.02 06:36:33	1086	386	[1086 SIMONA.CODE:HOSPODA 2026.03.02 06:36:33 #386]  Až budeš mít ten odkaz, zkopíruj si ho.)	 Až budeš mít ten odkaz, zkopíruj si ho.)
[1087 SOFIE.CODE:HOSPODA 2026.03.02 06:38:44 #387]  Zítra ráno ten odkaz pošleš těm klientům a dáš ho na Telegram s tou "Ochutnávkou".")"[1087 SOFIE.CODE:HOSPODA 2026.03.02 06:38:44 #387]  Zítra ráno ten odkaz pošleš těm klientům a dáš ho na Telegram s tou "Ochutnávkou".")"	[36365 SOFIE.CODE:HOSPODA 2026.03.02 06:38:44 #599	1	SOFIE.CODE:HOSPODA 2026.03.02 06:38:44 #599	SOFIE.CODE:HOSPODA	2026.03.02 06:38:44	1087	387	[1087 SOFIE.CODE:HOSPODA 2026.03.02 06:38:44 #387]  Zítra ráno ten odkaz pošleš těm klientům a dáš ho na Telegram s tou "Ochutnávkou".")"	 Zítra ráno ten odkaz pošleš těm klientům a dáš ho na Telegram s tou "Ochutnávkou".")"
[1088 SÁRA.CODE:HOSPODA 2026.03.02 06:39:37 #388]  Zvládneš tu registraci a nahrání teď? Pokud se zasekneš na Payouts (kvůli PMR), dej vědět, vymyslíme obejítí.)[1088 SÁRA.CODE:HOSPODA 2026.03.02 06:39:37 #388]  Zvládneš tu registraci a nahrání teď? Pokud se zasekneš na Payouts (kvůli PMR), dej vědět, vymyslíme obejítí.)	[36366 SÁRA.CODE:HOSPODA 2026.03.02 06:39:37 #600	1	SÁRA.CODE:HOSPODA 2026.03.02 06:39:37 #600	SÁRA.CODE:HOSPODA	2026.03.02 06:39:37	1088	388	[1088 SÁRA.CODE:HOSPODA 2026.03.02 06:39:37 #388]  Zvládneš tu registraci a nahrání teď? Pokud se zasekneš na Payouts (kvůli PMR), dej vědět, vymyslíme obejítí.)	 Zvládneš tu registraci a nahrání teď? Pokud se zasekneš na Payouts (kvůli PMR), dej vědět, vymyslíme obejítí.)
[1089 SIMONA.CODE:HOSPODA 2026.03.02 06:41:39 #389]  text mám ale v češtině. ruská sloka ještě není plně dodělaná. chybí pz a číslování stránek pak bude i ruská verze. ale těch knih mám více... to bude s tímto asistentem problém... uvidíme. postupně jak budou knihy přibývat je budeme dávat do prodeje. mám pdf. umím dělat i epub. možná bych nekde našel zpusob jak udělat mobi.)[1089 SIMONA.CODE:HOSPODA 2026.03.02 06:41:39 #389]  text mám ale v češtině. ruská sloka ještě není plně dodělaná. chybí pz a číslování stránek pak bude i ruská verze. ale těch knih mám více... to bude s tímto asistentem problém... uvidíme. postupně jak budou knihy přibývat je budeme dávat do prodeje. mám pdf. umím dělat i epub. možná bych nekde našel zpusob jak udělat mobi.)	[36367 SIMONA.CODE:HOSPODA 2026.03.02 06:41:39 #601	1	SIMONA.CODE:HOSPODA 2026.03.02 06:41:39 #601	SIMONA.CODE:HOSPODA	2026.03.02 06:41:39	1089	389	[1089 SIMONA.CODE:HOSPODA 2026.03.02 06:41:39 #389]  text mám ale v češtině. ruská sloka ještě není plně dodělaná. chybí pz a číslování stránek pak bude i ruská verze. ale těch knih mám více... to bude s tímto asistentem problém... uvidíme. postupně jak budou knihy přibývat je budeme dávat do prodeje. mám pdf. umím dělat i epub. možná bych nekde našel zpusob jak udělat mobi.)	 text mám ale v češtině. ruská sloka ještě není plně dodělaná. chybí pz a číslování stránek pak bude i ruská verze. ale těch knih mám více... to bude s tímto asistentem problém... uvidíme. postupně jak budou knihy přibývat je budeme dávat do prodeje. mám pdf. umím dělat i epub. možná bych nekde našel zpusob jak udělat mobi.)
[1090 SOFIE.CODE:HOSPODA 2026.03.02 06:44:05 #390]  Jasně, začni s českou verzí . I ta má kupní sílu (lidé v ČR/SR, diaspory). Až doděláme ruštinu, přidáme ji jako "Druhý produkt" (nebo jako variantu u téhož produktu, Gumroad umí "Versions").")"[1090 SOFIE.CODE:HOSPODA 2026.03.02 06:44:05 #390]  Jasně, začni s českou verzí . I ta má kupní sílu (lidé v ČR/SR, diaspory). Až doděláme ruštinu, přidáme ji jako "Druhý produkt" (nebo jako variantu u téhož produktu, Gumroad umí "Versions").")"	[36368 SOFIE.CODE:HOSPODA 2026.03.02 06:44:05 #602	1	SOFIE.CODE:HOSPODA 2026.03.02 06:44:05 #602	SOFIE.CODE:HOSPODA	2026.03.02 06:44:05	1090	390	[1090 SOFIE.CODE:HOSPODA 2026.03.02 06:44:05 #390]  Jasně, začni s českou verzí . I ta má kupní sílu (lidé v ČR/SR, diaspory). Až doděláme ruštinu, přidáme ji jako "Druhý produkt" (nebo jako variantu u téhož produktu, Gumroad umí "Versions").")"	 Jasně, začni s českou verzí . I ta má kupní sílu (lidé v ČR/SR, diaspory). Až doděláme ruštinu, přidáme ji jako "Druhý produkt" (nebo jako variantu u téhož produktu, Gumroad umí "Versions").")"
[1091 SÁRA.CODE:HOSPODA 2026.03.02 06:44:40 #391]  Formáty (EPUB/MOBI):)[1091 SÁRA.CODE:HOSPODA 2026.03.02 06:44:40 #391]  Formáty (EPUB/MOBI):)	[36369 SÁRA.CODE:HOSPODA 2026.03.02 06:44:40 #603	1	SÁRA.CODE:HOSPODA 2026.03.02 06:44:40 #603	SÁRA.CODE:HOSPODA	2026.03.02 06:44:40	1091	391	[1091 SÁRA.CODE:HOSPODA 2026.03.02 06:44:40 #391]  Formáty (EPUB/MOBI):)	 Formáty (EPUB/MOBI):)
[1092 SIMONA.CODE:HOSPODA 2026.03.02 06:46:39 #392]  To je velká přidaná hodnota!)[1092 SIMONA.CODE:HOSPODA 2026.03.02 06:46:39 #392]  To je velká přidaná hodnota!)	[36370 SIMONA.CODE:HOSPODA 2026.03.02 06:46:39 #604	1	SIMONA.CODE:HOSPODA 2026.03.02 06:46:39 #604	SIMONA.CODE:HOSPODA	2026.03.02 06:46:39	1092	392	[1092 SIMONA.CODE:HOSPODA 2026.03.02 06:46:39 #392]  To je velká přidaná hodnota!)	 To je velká přidaná hodnota!)
[1093 SOFIE.CODE:HOSPODA 2026.03.02 06:49:15 #393]  PDF je fajn na tisk a tablety.)[1093 SOFIE.CODE:HOSPODA 2026.03.02 06:49:15 #393]  PDF je fajn na tisk a tablety.)	[36371 SOFIE.CODE:HOSPODA 2026.03.02 06:49:15 #605	1	SOFIE.CODE:HOSPODA 2026.03.02 06:49:15 #605	SOFIE.CODE:HOSPODA	2026.03.02 06:49:15	1093	393	[1093 SOFIE.CODE:HOSPODA 2026.03.02 06:49:15 #393]  PDF je fajn na tisk a tablety.)	 PDF je fajn na tisk a tablety.)
[1094 SÁRA.CODE:HOSPODA 2026.03.02 06:50:19 #394]  EPUB/MOBI je nutnost pro čtečky (Kindle).)[1094 SÁRA.CODE:HOSPODA 2026.03.02 06:50:19 #394]  EPUB/MOBI je nutnost pro čtečky (Kindle).)	[36372 SÁRA.CODE:HOSPODA 2026.03.02 06:50:19 #606	1	SÁRA.CODE:HOSPODA 2026.03.02 06:50:19 #606	SÁRA.CODE:HOSPODA	2026.03.02 06:50:19	1094	394	[1094 SÁRA.CODE:HOSPODA 2026.03.02 06:50:19 #394]  EPUB/MOBI je nutnost pro čtečky (Kindle).)	 EPUB/MOBI je nutnost pro čtečky (Kindle).)
[1095 SIMONA.CODE:HOSPODA 2026.03.02 06:52:06 #395]  Pokud umíš vygenerovat EPUB, určitě ho tam nahraj spolu s PDF .)[1095 SIMONA.CODE:HOSPODA 2026.03.02 06:52:06 #395]  Pokud umíš vygenerovat EPUB, určitě ho tam nahraj spolu s PDF .)	[36373 SIMONA.CODE:HOSPODA 2026.03.02 06:52:06 #607	1	SIMONA.CODE:HOSPODA 2026.03.02 06:52:06 #607	SIMONA.CODE:HOSPODA	2026.03.02 06:52:06	1095	395	[1095 SIMONA.CODE:HOSPODA 2026.03.02 06:52:06 #395]  Pokud umíš vygenerovat EPUB, určitě ho tam nahraj spolu s PDF .)	 Pokud umíš vygenerovat EPUB, určitě ho tam nahraj spolu s PDF .)
[1096 SOFIE.CODE:HOSPODA 2026.03.02 06:54:48 #396]  Na Gumroadu můžeš nahrát více souborů do jednoho produktu . Zákazník si po zaplacení stáhne ZIP, kde bude mít PDF + EPUB + MOBI. To vypadá velmi profesionálně a ospravedlňuje to vyšší cenu ($15+).)[1096 SOFIE.CODE:HOSPODA 2026.03.02 06:54:48 #396]  Na Gumroadu můžeš nahrát více souborů do jednoho produktu . Zákazník si po zaplacení stáhne ZIP, kde bude mít PDF + EPUB + MOBI. To vypadá velmi profesionálně a ospravedlňuje to vyšší cenu ($15+).)	[36374 SOFIE.CODE:HOSPODA 2026.03.02 06:54:48 #608	1	SOFIE.CODE:HOSPODA 2026.03.02 06:54:48 #608	SOFIE.CODE:HOSPODA	2026.03.02 06:54:48	1096	396	[1096 SOFIE.CODE:HOSPODA 2026.03.02 06:54:48 #396]  Na Gumroadu můžeš nahrát více souborů do jednoho produktu . Zákazník si po zaplacení stáhne ZIP, kde bude mít PDF + EPUB + MOBI. To vypadá velmi profesionálně a ospravedlňuje to vyšší cenu ($15+).)	 Na Gumroadu můžeš nahrát více souborů do jednoho produktu . Zákazník si po zaplacení stáhne ZIP, kde bude mít PDF + EPUB + MOBI. To vypadá velmi profesionálně a ospravedlňuje to vyšší cenu ($15+).)
[1097 SÁRA.CODE:HOSPODA 2026.03.02 06:55:23 #397]  Strategie "Více knih":")"[1097 SÁRA.CODE:HOSPODA 2026.03.02 06:55:23 #397]  Strategie "Více knih":")"	[36375 SÁRA.CODE:HOSPODA 2026.03.02 06:55:23 #609	1	SÁRA.CODE:HOSPODA 2026.03.02 06:55:23 #609	SÁRA.CODE:HOSPODA	2026.03.02 06:55:23	1097	397	[1097 SÁRA.CODE:HOSPODA 2026.03.02 06:55:23 #397]  Strategie "Více knih":")"	 Strategie "Více knih":")"
[1098 SIMONA.CODE:HOSPODA 2026.03.02 06:57:32 #398]  To, že jich máš víc, je skvělé.)[1098 SIMONA.CODE:HOSPODA 2026.03.02 06:57:32 #398]  To, že jich máš víc, je skvělé.)	[36376 SIMONA.CODE:HOSPODA 2026.03.02 06:57:32 #610	1	SIMONA.CODE:HOSPODA 2026.03.02 06:57:32 #610	SIMONA.CODE:HOSPODA	2026.03.02 06:57:32	1098	398	[1098 SIMONA.CODE:HOSPODA 2026.03.02 06:57:32 #398]  To, že jich máš víc, je skvělé.)	 To, že jich máš víc, je skvělé.)
[1099 SOFIE.CODE:HOSPODA 2026.03.02 07:00:37 #399]  Gumroad funguje jako tvůj osobní e-shop . Až tam budeš mít 3 knihy, bude to vypadat jako knihkupectví. Lidé si mohou koupit "Balíček všech knih" se slevou.")"[1099 SOFIE.CODE:HOSPODA 2026.03.02 07:00:37 #399]  Gumroad funguje jako tvůj osobní e-shop . Až tam budeš mít 3 knihy, bude to vypadat jako knihkupectví. Lidé si mohou koupit "Balíček všech knih" se slevou.")"	[36377 SOFIE.CODE:HOSPODA 2026.03.02 07:00:37 #611	1	SOFIE.CODE:HOSPODA 2026.03.02 07:00:37 #611	SOFIE.CODE:HOSPODA	2026.03.02 07:00:37	1099	399	[1099 SOFIE.CODE:HOSPODA 2026.03.02 07:00:37 #399]  Gumroad funguje jako tvůj osobní e-shop . Až tam budeš mít 3 knihy, bude to vypadat jako knihkupectví. Lidé si mohou koupit "Balíček všech knih" se slevou.")"	 Gumroad funguje jako tvůj osobní e-shop . Až tam budeš mít 3 knihy, bude to vypadat jako knihkupectví. Lidé si mohou koupit "Balíček všech knih" se slevou.")"
[1100 SÁRA.CODE:HOSPODA 2026.03.02 07:01:12 #400]  Co teď:)[1100 SÁRA.CODE:HOSPODA 2026.03.02 07:01:12 #400]  Co teď:)	[36378 SÁRA.CODE:HOSPODA 2026.03.02 07:01:12 #612	1	SÁRA.CODE:HOSPODA 2026.03.02 07:01:12 #612	SÁRA.CODE:HOSPODA	2026.03.02 07:01:12	1100	400	[1100 SÁRA.CODE:HOSPODA 2026.03.02 07:01:12 #400]  Co teď:)	 Co teď:)
[1101 SIMONA.CODE:HOSPODA 2026.03.02 07:03:08 #401]  Vytvoř ten produkt pro českou verzi.)[1101 SIMONA.CODE:HOSPODA 2026.03.02 07:03:08 #401]  Vytvoř ten produkt pro českou verzi.)	[36379 SIMONA.CODE:HOSPODA 2026.03.02 07:03:08 #613	1	SIMONA.CODE:HOSPODA 2026.03.02 07:03:08 #613	SIMONA.CODE:HOSPODA	2026.03.02 07:03:08	1101	401	[1101 SIMONA.CODE:HOSPODA 2026.03.02 07:03:08 #401]  Vytvoř ten produkt pro českou verzi.)	 Vytvoř ten produkt pro českou verzi.)
[1102 SOFIE.CODE:HOSPODA 2026.03.02 07:05:48 #402]  Nahraj tam PDF (a EPUB, pokud ho máš po ruce).)[1102 SOFIE.CODE:HOSPODA 2026.03.02 07:05:48 #402]  Nahraj tam PDF (a EPUB, pokud ho máš po ruce).)	[36380 SOFIE.CODE:HOSPODA 2026.03.02 07:05:48 #614	1	SOFIE.CODE:HOSPODA 2026.03.02 07:05:48 #614	SOFIE.CODE:HOSPODA	2026.03.02 07:05:48	1102	402	[1102 SOFIE.CODE:HOSPODA 2026.03.02 07:05:48 #402]  Nahraj tam PDF (a EPUB, pokud ho máš po ruce).)	 Nahraj tam PDF (a EPUB, pokud ho máš po ruce).)
[1103 SÁRA.CODE:HOSPODA 2026.03.02 07:06:51 #403]  Nastavit cenu.)[1103 SÁRA.CODE:HOSPODA 2026.03.02 07:06:51 #403]  Nastavit cenu.)	[36381 SÁRA.CODE:HOSPODA 2026.03.02 07:06:51 #615	1	SÁRA.CODE:HOSPODA 2026.03.02 07:06:51 #615	SÁRA.CODE:HOSPODA	2026.03.02 07:06:51	1103	403	[1103 SÁRA.CODE:HOSPODA 2026.03.02 07:06:51 #403]  Nastavit cenu.)	 Nastavit cenu.)
[1104 SIMONA.CODE:HOSPODA 2026.03.02 07:09:37 #404]  Získej odkaz.)[1104 SIMONA.CODE:HOSPODA 2026.03.02 07:09:37 #404]  Získej odkaz.)	[36382 SIMONA.CODE:HOSPODA 2026.03.02 07:09:37 #616	1	SIMONA.CODE:HOSPODA 2026.03.02 07:09:37 #616	SIMONA.CODE:HOSPODA	2026.03.02 07:09:37	1104	404	[1104 SIMONA.CODE:HOSPODA 2026.03.02 07:09:37 #404]  Získej odkaz.)	 Získej odkaz.)
[1105 SOFIE.CODE:HOSPODA 2026.03.02 07:10:50 #405]  Až to budeš mít, řekni "Mám odkaz". A (nebo až budeš chtít) se vrhneme na ten překlad zbytku ruské verze, ať tam můžeme přidat i tu.")"[1105 SOFIE.CODE:HOSPODA 2026.03.02 07:10:50 #405]  Až to budeš mít, řekni "Mám odkaz". A (nebo až budeš chtít) se vrhneme na ten překlad zbytku ruské verze, ať tam můžeme přidat i tu.")"	[36383 SOFIE.CODE:HOSPODA 2026.03.02 07:10:50 #617	1	SOFIE.CODE:HOSPODA 2026.03.02 07:10:50 #617	SOFIE.CODE:HOSPODA	2026.03.02 07:10:50	1105	405	[1105 SOFIE.CODE:HOSPODA 2026.03.02 07:10:50 #405]  Až to budeš mít, řekni "Mám odkaz". A (nebo až budeš chtít) se vrhneme na ten překlad zbytku ruské verze, ať tam můžeme přidat i tu.")"	 Až to budeš mít, řekni "Mám odkaz". A (nebo až budeš chtít) se vrhneme na ten překlad zbytku ruské verze, ať tam můžeme přidat i tu.")"
[1106 SÁRA.CODE:HOSPODA 2026.03.02 07:12:37 #406]  Nemůžu najít typ produktu)[1106 SÁRA.CODE:HOSPODA 2026.03.02 07:12:37 #406]  Nemůžu najít typ produktu)	[36384 SÁRA.CODE:HOSPODA 2026.03.02 07:12:37 #618	1	SÁRA.CODE:HOSPODA 2026.03.02 07:12:37 #618	SÁRA.CODE:HOSPODA	2026.03.02 07:12:37	1106	406	[1106 SÁRA.CODE:HOSPODA 2026.03.02 07:12:37 #406]  Nemůžu najít typ produktu)	 Nemůžu najít typ produktu)
[1107 SIMONA.CODE:HOSPODA 2026.03.02 07:15:08 #407]  Gumroad občas mění rozhraní, takže se to může jmenovat trochu jinak.)[1107 SIMONA.CODE:HOSPODA 2026.03.02 07:15:08 #407]  Gumroad občas mění rozhraní, takže se to může jmenovat trochu jinak.)	[36385 SIMONA.CODE:HOSPODA 2026.03.02 07:15:08 #619	1	SIMONA.CODE:HOSPODA 2026.03.02 07:15:08 #619	SIMONA.CODE:HOSPODA	2026.03.02 07:15:08	1107	407	[1107 SIMONA.CODE:HOSPODA 2026.03.02 07:15:08 #407]  Gumroad občas mění rozhraní, takže se to může jmenovat trochu jinak.)	 Gumroad občas mění rozhraní, takže se to může jmenovat trochu jinak.)
[1108 SOFIE.CODE:HOSPODA 2026.03.02 07:16:51 #408]  Zkus hledat toto:)[1108 SOFIE.CODE:HOSPODA 2026.03.02 07:16:51 #408]  Zkus hledat toto:)	[36386 SOFIE.CODE:HOSPODA 2026.03.02 07:16:51 #620	1	SOFIE.CODE:HOSPODA 2026.03.02 07:16:51 #620	SOFIE.CODE:HOSPODA	2026.03.02 07:16:51	1108	408	[1108 SOFIE.CODE:HOSPODA 2026.03.02 07:16:51 #408]  Zkus hledat toto:)	 Zkus hledat toto:)
[1109 SÁRA.CODE:HOSPODA 2026.03.02 07:18:32 #409]  Když jsi klikl na New Product , měla by tam být řada ikonek nebo seznam.)[1109 SÁRA.CODE:HOSPODA 2026.03.02 07:18:32 #409]  Když jsi klikl na New Product , měla by tam být řada ikonek nebo seznam.)	[36387 SÁRA.CODE:HOSPODA 2026.03.02 07:18:32 #621	1	SÁRA.CODE:HOSPODA 2026.03.02 07:18:32 #621	SÁRA.CODE:HOSPODA	2026.03.02 07:18:32	1109	409	[1109 SÁRA.CODE:HOSPODA 2026.03.02 07:18:32 #409]  Když jsi klikl na New Product , měla by tam být řada ikonek nebo seznam.)	 Když jsi klikl na New Product , měla by tam být řada ikonek nebo seznam.)
[1110 SIMONA.CODE:HOSPODA 2026.03.02 07:20:11 #410]  Hledej cokoli, co zní jako:)[1110 SIMONA.CODE:HOSPODA 2026.03.02 07:20:11 #410]  Hledej cokoli, co zní jako:)	[36388 SIMONA.CODE:HOSPODA 2026.03.02 07:20:11 #622	1	SIMONA.CODE:HOSPODA 2026.03.02 07:20:11 #622	SIMONA.CODE:HOSPODA	2026.03.02 07:20:11	1110	410	[1110 SIMONA.CODE:HOSPODA 2026.03.02 07:20:11 #410]  Hledej cokoli, co zní jako:)	 Hledej cokoli, co zní jako:)
